Title,Company,Location,Salary,Job Type,Description,Date Posted
emergency medical dispatcher,Fewers Ambulance Service,"Clarenville, NL",$15.24 an hour,Casual,"Education: No degree, certificate or diploma. Advise vehicle operators of traffic and other problems. Dispatch personnel according to schedules and work orders.   ","Posted
Posted 18 days ago"
food services manager,FB Burrito Partnership,"St. John's, NL","$45,000 a year","Full-time
+1","Participate in marketing plans and implementation. Address customers' complaints or concerns. Recruit, train and supervise staff. Hours: 40 hours per week.  ","Posted
Posted 1 day ago"
Business Analyst,St. John's International Airport Authority,"St. John's, NL",Full-time,N/A,We are committed to offering an exceptional airport experience for our passengers and enhancing the economic and social well-being of our community.  ,"Posted
Posted 30+ days ago"
Installer,Action Car and Truck Accessories Inc.,"St. John's, NL",From $19 an hour,"Full-time
+1","If you are a wrenching enthusiast, who has at least two years’ experience installing aftermarket accessories, have a strong mechanical aptitude, and you enjoy…   ","Posted
Posted 3 days ago"
Heavy Equipment Operator,Town of Come By Chance,"Come By Chance, NL",Part-time,"Day shift
+5","Possess a valid Class 5 Driver's License. General knowledge of vehicle mechanics and repair such as backhoe, light-duty pick-up trucks & other equipment.  ","Posted
Posted 3 days ago"
Flight Attendants,PROVINCIAL AEROSPACE LTD,"St. John's, NL","Full-time
+1",N/A,"You will greet passengers, explain safety procedures, serve food and beverages to passengers, and make in-flight announcements. Why work for PAL Airlines?   ","Posted
Posted 5 days ago"
HSE Advisor,North Star Associates Inc.,"Wabush, NL",$35–$65 an hour,Full-time,"A negative pre-employment drug and alcohol test, along with an acceptable driving record and Canadian drivers license are important parts of our safety program…   ","Posted
Posted 30+ days ago"
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,"Full-time
+1","Day shift
+3","Participate in Integrated Logistics flow to work program which sees workers move between tasks, equipment pieces and labour assignments throughout the shift and…","Employer
Active 4 days ago"
marketing specialist,85216 Newfoundland & Labrador Ltd,"St. John's, NL",$26 an hour,"Full-time
+1","Conduct social or economic surveys on local, regional, or international areas to assess development of potential and future trends. Hours: 40 hours per week.  ","Posted
Posted 30+ days ago"
Complaints and Discipline Administrator,NL Pharmacy Board,"St. John's, NL","Full-time
+1",Monday to Friday,Respond to or refer emails and telephone inquiries related to complaints and discipline issues. Completion of a relevant college diploma or bachelor’s degree (e…  ,"Employer
Active 5 days ago"
warehouseperson,Ziggy Peelgoods,"St. John's, NL",$14.50–$19.00 an hour,"Full-time
+1",Education: Secondary (high) school graduation certificate. Transport and distribute materials and goods. Operate computerized inventory control systems.  ,"Posted
Posted 30+ days ago"
Brewhouse Lead,First Key Consulting,"St. John's, NL","$55,000–$70,000 a year",Full-time,Post-hire training / certification required. O Identify areas for employee improvement / development. Working with Quidi Vidi Brewery encourages your best and…  ,"Employer
Active 4 days ago"
Patient Hair Washing Volunteer - St. Clare's,NL Health Services,"St. John's, NL",Full-time,N/A,Health screening and a certificate of conduct are also required. It has an active volunteer program with volunteers providing services in a variety of ways to…  ,"Posted
Posted 30+ days ago"
Housekeeping,Callingwood Downs,"Clarke's Beach, NL",On call,N/A,Our mission is to provide outstanding retirement living that enhances the life of our residents and their families. “A tidy house is a tidy mind” – Marie Kondo.  ,"Posted
Posted 30+ days ago"
telephone technician,P.S You Design Ltd.,"Corner Brook, NL",$20–$30 an hour,"Full-time
+1",Hours: 35 to 40 hours per week.  ,"Posted
Posted 30 days ago"
"plant worker, fish",Ocean Choice International,"St. Lawrence, NL",$17.70 an hour,Full-time,"Education: No degree, certificate or diploma. Cut, clean and trim fish or seafood prior to marketing or further processing. Up to 23 kg (50 lbs).   ","Posted
Posted 8 days ago"
customer service adviser,Honour Adventures Inc.,"Gander, NL",$15 an hour,"Full-time
+1",Answer inquiries and provide information to customers. Address customers' complaints or concerns. Issue receipts and other forms.  ,"Posted
Posted 2 days ago"
Bahaviour Management Specialist A,NL Health Services,"Remote in Gander, NL",$38 an hour,Full-time,Use of a private vehicle and valid driver license are a condition of employment. The Behaviour Management Specialist develops and oversees the delivery of…  ,"Posted
Posted 2 days ago"
general office clerk,M&r automotive ltd,"Gander, NL",$17 an hour,"Full-time
+1",Receive and forward telephone or electronic enquiries. Experience: 7 months to less than 1 year. Learning/training paid by employer. Hours: 40 hours per week.  ,"Posted
Posted 11 days ago"
Recreation Coordinator Pilot Program,Vera Perlin Society,"St. John's, NL",From $17.50 an hour,Fixed term contract,Provide a certificate of conduct with a vulnerable sector check that is valid within 30 days of hiring date. Working knowledge of Microsoft Office is essential.  ,"Employer
Active 5 days ago"
food and beverage server,Quality Hotel Clarenville- Bella's Casual Dining,"Clarenville, NL",$14.50–$15.00 an hour,Part-time,"Present bills to customers and accept payment in cash, credit or debit cards, travellers cheques or room billings. Education: No degree, certificate or diploma.  ","Posted
Posted 30+ days ago"
sales consultant - retail,Cohen's Home Furnishings (2010) Limited,"Grand Falls-Windsor, NL","Full-time
+1",N/A,Hours: 80 hours bi-weekly.  ,"Posted
Posted 23 days ago"
Assistant Medical Officer,NL Health Services,"Labrador City, NL","$173,922–$234,243 a year",Full-time,"If you answer yes, and you are eligible for a full or provisional license from the College of Physicians and Surgeons of Newfoundland and Labrador (CPSNL), then…  ","Posted
Posted 30+ days ago"
Resident Care Manager,NL Health Services,"St. John's, NL","$75,022–$97,529 a year",Full-time,Specific responsibilities will include administration of resident care areas using an interdisciplinary approach; evaluation of nursing service; staff selection…  ,"Posted
Today"
excavator operator,Sexton Lumber Co. Limited,"Millertown, NL",$27.50 an hour,"Full-time
+1",Hours: 50 to 60 hours per week.  ,"Posted
Posted 2 days ago"
Canada Job Posts,Borea Construction,Canada,N/A,N/A,Valid Class 5 driver’s license. Nous cherchons les personnes les plus brillantes et les meilleures qui partagent notre passion pour la construction de parc d…,"Posted
Posted 30+ days ago"
Health and Safety Specialist,Association for New Canadians,"St. John's, NL",Full-time,N/A,"Develop, implement and maintain a health safety and environmental program. Implement and maintain a health safety and environmental program.   ","Posted
Posted 30+ days ago"
Manager of Social Enterprises,Connections for Seniors,"St. John's, NL","$60,000 a year",Full-time,"Continuously assess and report on the social, economic, and environmental impact of social enterprises on senior citizens and the community.   ","Employer
Active 8 days ago"
Accounting Clerk,Country Ribbon Inc.,"St. John's, NL",$21.89 an hour,Full-time,"If you have completed a minimum two-year post-secondary accounting program, are proficient in Excel and have good organizational skills this could be a…   ","Posted
Posted 30+ days ago"
Heavy Equipment Operator,Town of Come By Chance,"Come By Chance, NL",Part-time,"Day shift
+5", ,"Posted
Posted 3 days ago"
kitchen helper,Grace Hotel Ltd.,"Hopedale, NL",$15.20 an hour,"Full-time
+1", ,"Posted
Posted 30+ days ago"
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,"Full-time
+1","Day shift
+3",,"Employer
Active 4 days ago"
Outside Sales Representative,Capital Home Building Centre,"Paradise, NL",Full-time,"Monday to Friday
+1", ,"Employer
Active 4 days ago"
Overnight Member Services Representative - Part Time - St. John's,Planet Fitness - Taymax Group,"St. John's, NL",Part-time,N/A,  ,"Posted
Posted 30+ days ago"
Group Home Counsellor,Central Residential Services Board,"Gander, NL",From $26.54 an hour,"Part-time
+1", ,"Employer
Active 12 days ago"
Office Administrator,Shorefast,"Joe Batts Arm, NL","$40,000–$50,000 a year",Full-time, ,"Posted
Posted 30+ days ago"
General Worker,D- J Composites Inc.,"Gander, NL",$15.25–$16.00 an hour,"Full-time
+1", ,"Employer
Active 10 days ago"
Carpenter (Renovations and Remodels),METRO PROPERTY MANAGEMENT,"Mount Pearl, NL",$23–$26 an hour,Full-time, ,"Employer
Active 4 days ago"
Construction Coordinator,North Star Associates Inc.,"Wabush, NL",$45–$65 an hour,Fixed term contract,  ,"Posted
Posted 30+ days ago"
Apprentice Technician,Steele Honda,"St. John's, NL",Full-time,N/A,  ,"Employer
Active 7 days ago"
Cashier/Customer Service,Powell's Supermarket Ltd.,"Bay Roberts, NL",$15 an hour,"Full-time
+1",  ,"Employer
Active 4 days ago"
"Coordinator, Games Village",2025 Canada Games,"Hybrid remote in St. John's, NL","Full-time
+1","Weekends as needed
+1", ,"Posted
Posted 10 days ago"
Personal Care Attendant,Chancellor Park,"St. John's, NL",From $21.43 an hour,"Full-time
+1",  ,"Employer
Active 4 days ago"
Building Cleaner,ServiceMaster Clean of St. John's,"St. John's, NL",$15 an hour,Part-time,  ,"Posted
Posted 9 days ago"
Construction Coordinator,North Star Associates Inc.,"Wabush, NL",$45–$65 an hour,Fixed term contract,Validate that work is being completed in accordance with IWP plans and within allotted schedule through regular in-field progress monitoring.   ,"Posted
Posted 30+ days ago"
Apprentice Technician,Steele Honda,"St. John's, NL",Full-time,N/A,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Advise customers on work performed, general vehicle condition and future…   ","Employer
Active 7 days ago"
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL","$60,384–$75,481 a year",Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…","Employer
Active 4 days ago"
Cashier/Customer Service,Powell's Supermarket Ltd.,"Bay Roberts, NL",$15 an hour,"Full-time
+1",Responsible for counting contents of cash register drawer at the end of each shift. Place products back on the appropriate shelf when left at the cash register.   ,"Employer
Active 4 days ago"
Building Cleaner,ServiceMaster Clean of St. John's,"St. John's, NL",$15 an hour,Part-time,"Sweeping, vacuuming and mopping floors.   ","Posted
Posted 9 days ago"
"Coordinator, Games Village",2025 Canada Games,"Hybrid remote in St. John's, NL","Full-time
+1","Weekends as needed
+1","Diplôme ou baccalauréat en services alimentaires, tourisme et hébergement, gestion d’événements, administration des sports ou dans un domaine connexe.  ","Posted
Posted 10 days ago"
Personal Care Attendant,Chancellor Park,"St. John's, NL",From $21.43 an hour,"Full-time
+1","As a member of the Chancellor Park interdisciplinary team, the successful candidate will assist residents with routine activities of daily living such as…   ","Employer
Active 4 days ago"
PE3/ Mechanical Technician,Serco North America,"Goose Bay, NL",Full-time,N/A,Possession of a valid NL Class 5 driver’s license is required. Preference will be given to persons in possession of a valid Inter-Provincial Power Engineering…   ,"Posted
Posted 1 day ago"
Housekeeping,Callingwood Downs,"Clarke's Beach, NL",On call,N/A,Greet/screen visitors and patrol the residence to ensure that our residents are safe; Empathy for and understanding of the needs of seniors and their families;  ,"Posted
Posted 30+ days ago"
HSE Advisor,North Star Associates Inc.,"Wabush, NL",$35–$65 an hour,Full-time,"A negative pre-employment drug and alcohol test, along with an acceptable driving record and Canadian drivers license are important parts of our safety program…   ","Posted
Posted 30+ days ago"
Project Manager,Cahill,"St. John's, NL",Monday to Friday,N/A,"The Project Manager will demonstrate strong leadership skills with intense attention to detail, as well as demonstrating proficiency at leading meetings as…   ","Posted
Posted 30+ days ago"
Sales Manager,Hilton Garden Inn St. John's,"St. John's, NL",Full-time,8 hour shift,"Must be able to work a flexible schedule, hold a valid driver’s license and self-drive to client appointments. Executes sales trips to key market areas.  ","Employer
Active 11 days ago"
Assistant Automotive Photographer,Capital Auto Group,"St. John's, NL",From $16.75 an hour,Permanent,"Possess a valid driver’s license with manual transmission abilities. Using software, edit photos and develop a brief copy description of the vehicle.  ","Posted
Posted 3 days ago"
Crew Member/Labourer,Murray's landscape Services,"Portugal Cove-st Philips, NL",N/A,N/A,Valid driver’s license an asset. The landscape labourer works seasonally as part of a professional crew to carry out excellent landscape construction for our…  ,"Posted
Posted 30+ days ago"
kitchen helper,Dory's Way Inc,"Whitbourne, NL",$15 an hour,"Full-time
+1","Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas. Handle and store cleaning products.  ","Posted
Posted 5 days ago"
Équipier/ère à temps plein,McDonald's,"Labrador City, NL",Full-time,N/A,"Bien que votre expérience de travail antérieure dans l’industrie de la restauration ou du commerce de détail en tant que barista, serveur, associé aux ventes,…   ","Posted
Posted 30+ days ago"
Offshore Geophysical Data Processor - Marine,Fugro,"St. John's, NL",Full-time,N/A,"Possess a valid driver’s license with acceptable motor vehicle record. Ability to define problems, collect data, establish facts, and draw valid conclusions.   ","Posted
Posted 30+ days ago"
FW Maintenance Support,Cooke Aquaculture Inc.,"St. Alban's, NL",Full-time,N/A,The ideal candidate will be a self-motivated team player who possesses a strong mechanical aptitude and problem-solving skills.   ,"Posted
Posted 30+ days ago"
dishwasher,Kariss Enterprises Limited,"Mount Pearl, NL",$15 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Handle and store cleaning products. Clean and sanitize items such as dishwasher mats, carts and waste disposal…  ","Posted
Posted 30+ days ago"
kitchen helper,Field Power Foods Inc.,"St. John's, NL",$14.50 an hour,"Full-time
+1","Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas. Handle and store cleaning products.  ","Posted
Posted 30+ days ago"
Home Support Worker ** Conception Bay South **,Serenity Homecare,"Mount Pearl, NL",$17.73 an hour,"Full-time
+2","Applicants must submit a recent letter of conduct, first aid, and 3 references. 12 module training and ongoing Covid-19 guidance provided.   ","Employer
Active 4 days ago"
Shop Labourer,Carol Lake Metal Works,"Labrador City, NL",N/A,N/A,Must have a valid driver’s license. Properly mix multi-component systems per manufacturers’ specifications. Prepare surfaces for coating by sand or steel shot…   ,"Posted
Posted 30+ days ago"
Hitch Installer,U-Haul,"St. John's, NL",Full-time,N/A,Valid driver’s license and the ability to maintain a good driving record. Hitch Service Technicians work in U-Haul Moving and Storage Center lots to provide…   ,"Posted
Posted 30+ days ago"
Office Manager - Dental,"NL Periodontics and Dental Implants, Dr. Tony...","St. John's, NL","$45,000–$55,000 a year","Full-time
+1","Your responsibilities will include overseeing administrative staff, managing office policies, maintaining employee records, coordinating meetings, and incoming…  ","Employer
Active 4 days ago"
Production Supervisor,Quin-Sea Fisheries Ltd,"St. John's, NL",Full-time,N/A,"This role will include optimizing efficiency, maximizing yields, accurate reporting and ensuring the highest quality to our international customers.   ","Posted
Posted 10 days ago"
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,"Full-time
+1","Day shift
+3","Participate in Integrated Logistics flow to work program which sees workers move between tasks, equipment pieces and labour assignments throughout the shift and…","Employer
Active 4 days ago"
Keyholder,La Senza,"St. John's, NL",From $15 an hour,"Full-time
+2","High performance selling background and previous experience is an asset. Must have strong customer service skills. Job Types: Permanent, Full-time, Part-time.   ","Employer
Active 21 days ago"
food services manager,FB Burrito Partnership,"St. John's, NL","$45,000 a year","Full-time
+1","Participate in marketing plans and implementation. Address customers' complaints or concerns. Recruit, train and supervise staff. Hours: 40 hours per week.  ","Posted
Posted 1 day ago"
Engine Room Operator,Puglisevich Canada,"St. John's, NL",N/A,N/A,Complying with proper maintenance procedures in accordance with valid maintenance program. Observe to uncover any non-compliance and immediately report these to…   ,"Posted
Posted 20 days ago"
Carpenter Apprentice - Laborer,ServiceMaster Restore of St. John's,"Mount Pearl, NL",Full-time,On call,A valid driver's license. Candidates must have experience in water restoration and must be available to work on call- rotation.   ,"Posted
Posted 10 days ago"
Bookkeeper - Part Time,West Side Charlies,"Remote in Mount Pearl, NL",$21–$23 an hour,Part-time,"Assist with payroll processing and ensure compliance with relevant regulations. Process accounts payable and accounts receivable, including invoicing and…   ","Employer
Active 6 days ago"
Training Specialist,NL Health Services,"St. John's, NL",$33 an hour,Full-time,"The Training Specialist will support quality improvement initiatives in the various areas of HISI with specific emphasis on the Electronic Medical Record (EMR),…  ","Posted
Posted 30+ days ago"
Maintenance Planner,North Star Associates Inc.,"Wabush, NL",Fixed term contract,N/A,"Additionally, in accordance with government, company, and client requirements, employees must be fully vaccinated against COVID-19, or produce a valid exemption…   ","Posted
Posted 30+ days ago"
Branch Operations Leader,WillScot | Mobile Mini,"Blaketown, NL",Full-time,N/A,"Focuses on driving first-time quality and reducing < 60-day service calls, communicates with shop personnel to eliminate, conducts root cause analysis and…   ","Posted
Posted 24 days ago"
Manager Training Program,Guillevin International,"Corner Brook, NL",Full-time,N/A,Develop strong relationships with key suppliers' local and regional representatives; create and manage annual business plans with them.   ,"Posted
Posted 30+ days ago"
Student Assistant - Casual Call-In - Port Hope-Simpson and Surrounding Area,Newfoundland & Labrador English School District,"Port Hope Simpson, NL",$24.06–$26.63 an hour,Casual,"This position involves assisting student(s) with severe cognitive, physical, and/or behavioral needs. REMINDER: Electronic eOFFERs only with 24 hour expiration …   ","Posted
Posted 30+ days ago"
"Job Coach for Person with Intellectual Disability, Retail, Mt. Pearl",Visions Employment Plus Inc.,"Mount Pearl, NL",$16.05 an hour,Part-time,"Position includes helping the individual return items to shelves, tidying up merchandise on shelves throughout the store, answering customer questions, showing…  ","Employer
Active 4 days ago"
Office Manager,Compassion HomeCare,"Corner Brook, NL",From $20.25 an hour,"Full-time
+1","Manage human resources issues such as employee training, staff discipline and recruiting/interviewing staff. Networking with community partners including Health…   ","Posted
Posted 2 days ago"
plant labourer - fish processing,Quin-Sea Fisheries,"Old Perlican, NL",$16.39 an hour,"Full-time
+1","Unload fish and shellfish from fishing vessels and transport them by hand or forklift truck to work area. Weigh fish or shellfish, record weight and pack fish…   ","Posted
Posted 30+ days ago"
Executive Coordinator,A Bell Group of Companies,"Mount Pearl, NL",Full-time,N/A,"Completing a broad variety of administrative tasks including: conducting research, drafting reports and presentations; composing and preparing correspondence…  ","Posted
Posted 2 days ago"
bookkeeper,ECW Holdings Ltd,"St. John's, NL",$28 an hour,"Full-time
+1","Keep financial records and establish, maintain and balance various accounts using manual and computerized bookkeeping systems. Prepare trial balance of books.  ","Posted
Posted 30+ days ago"
dairy farm labourer,"Double ""A"" Dairy Farm Inc","Lethbridge, NL",$16–$18 an hour,"Part-time
+1","Education: No degree, certificate or diploma. Set and monitor water lines, air flow and temperature in barns, pens and chicken coops.  ","Posted
Posted 4 days ago"
Computer Support Specialist,Eastern Health Canada,Newfoundland and Labrador,$26.54–$29.48 an hour,Full-time,"Responsibilities include identifying and analyzing computer support, hardware and application problems and recommending/implementing solutions; assessing…   ","Posted
Posted 1 day ago"
Business Development,Avalon Holographics,"St. John's, NL",Full-time,N/A,"Together with the sales and marketing teams, developing a growth strategy through research, design, and implementation of strategic account plans for financial…  ","Posted
Posted 29 days ago"
food counter attendant,Sutherland. Inv.,"Grand Falls-Windsor, NL",$15 an hour,"Full-time
+1","Serve customers at counters or buffet tables. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.   ","Posted
Posted 30+ days ago"
bookkeeper,ECW Holdings Ltd,"St. John's, NL",$28 an hour,"Full-time
+1","Keep financial records and establish, maintain and balance various accounts using manual and computerized bookkeeping systems. Prepare trial balance of books.  ","Posted
Posted 30+ days ago"
dairy farm labourer,"Double ""A"" Dairy Farm Inc","Lethbridge, NL",$16–$18 an hour,"Part-time
+1","Education: No degree, certificate or diploma. Set and monitor water lines, air flow and temperature in barns, pens and chicken coops.  ","Posted
Posted 4 days ago"
food counter attendant,Sutherland. Inv.,"Grand Falls-Windsor, NL",$15 an hour,"Full-time
+1","Serve customers at counters or buffet tables. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.   ","Posted
Posted 30+ days ago"
"Inside Sales Representative - Wabush, NL",Air Liquide,"Wabush, NL","Full-time
+1","Monday to Friday
+2","Use your welding knowledge and experience to deliver products to our customers, and help them find the right supplies for their projects and business needs.   ","Employer
Active 4 days ago"
Computer Support Specialist,Eastern Health Canada,Newfoundland and Labrador,$26.54–$29.48 an hour,Full-time,"Responsibilities include identifying and analyzing computer support, hardware and application problems and recommending/implementing solutions; assessing…   ","Posted
Posted 1 day ago"
Business Development,Avalon Holographics,"St. John's, NL",Full-time,N/A,"Together with the sales and marketing teams, developing a growth strategy through research, design, and implementation of strategic account plans for financial…  ","Posted
Posted 29 days ago"
hotel assistant manager,Grace Hotel Ltd.,"Hopedale, NL",$22.50 an hour,"Full-time
+1",Develop and implement business plans. Develop and implement policies and procedures for daily operations. Hours: 35 to 40 hours per week.  ,"Posted
Posted 30+ days ago"
kitchen helper,CBS FOODS LTD,"Conception Bay South, NL",$15 an hour,"Full-time
+1","Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas. Handle and store cleaning products.  ","Posted
Posted 5 days ago"
Operations Coordinator,PAL Airlines,"St. John's, NL","Full-time
+1","Weekends as needed
+1",Participate in the SMS program as per company policy. Assist with the training and development of PAL Operations Leads. This will include after-hours support.   ,"Posted
Posted 10 days ago"
Clinical Oxygen Consultant (Clarenville NL),Air Liquide,"St. John's, NL",Part-time,N/A,Provides quality care by conducting a full respiratory assessment; diagnostics as applicable; assessing and evaluating test results; delivering of equipment and…   ,"Posted
Posted 30+ days ago"
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL","$60,384–$75,481 a year",Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…","Employer
Active 4 days ago"
Service Writers,Pit Crew,"St. John's, NL",N/A,N/A,You offer and inform customers on our various oil change service packages based on the vehicle at hand. You operate the computerized Point-of-Sale system to…  ,"Posted
Posted 30+ days ago"
Legal Operations Associate,EvenUp,Remote in Newfoundland and Labrador,"$50,000–$65,000 a year",Full-time,"Base compensation for this role is $50,000-$65,000 in local currency. Work with the machine learning and engineering teams to hone our internal products.  ","Posted
Posted 30+ days ago"
Server and Cashier,Rod's Restaurant,"Clarenville, NL",Full-time,"Day shift
+6","Taking orders tending in tables prep work. Clarenville, NL: reliably commute or plan to relocate before starting work (required).  ","Posted
Posted 30+ days ago"
Aboriginal Liaison - Voisey's Bay,Redpath Mining,Newfoundland and Labrador,Full-time,12 hour shift,"Compile and maintain accurate records for health, safety and training program compliance. The Innu Inuit Redpath Aboriginal Liaison/ Administrator will work…   ","Posted
Posted 4 days ago"
retail sales associate,Wandebo Adey Groups Inc.,"St. John's, NL",$15 an hour,"Full-time
+1","Prepare sales, rental or leasing contracts and accept cash, cheque, credit card or automatic debit payment. Estimate or quote prices, credit or contract terms,…  ","Posted
Posted 25 days ago"
"Food Service Worker , Temporary",Compass Group,"St. John's, NL",$15 an hour,Temporary,"You’ll find us in schools, colleges, hospitals, office buildings, senior living communities, tourist attractions, sports venues, remote camps and military…   ","Posted
Posted 7 days ago"
Friendly Visitor - Glenbrook Lodge,NL Health Services,"St. John's, NL",Full-time,N/A,"As with most volunteer positions, an application, references, interview, a certificate of conduct, Health Screening and an orientation is required.  ","Posted
Posted 30+ days ago"
funeral home attendant,Fewers Funeral Home (1987) Ltd.,"Clarenville, NL",$15–$17 an hour,"Part-time
+1","Education: No degree, certificate or diploma. Do you have previous experience in this field of employment? Perform services specific to the establishments in…  ","Posted
Today"
technical support specialist – information technology (IT),Labrador Aboriginal Training Partnership Inc,"Happy Valley-Goose Bay, NL","$65,000–$70,000 a year","Full-time
+1","Education: No degree, certificate or diploma. Registered Retirement Savings Plan (RRSP). Tax-Free Savings Account (TFSA). Hours: 35 to 40 hours per week.  ","Posted
Posted 9 days ago"
Kinesiologist (Casual),TELUS,"St. John's, NL",Casual,N/A,"Explain procedures to patients and answer testing related questions. Completed Bachelor’s degree in Human Kinetics or Kinesiology. St. John's, NL, CA.   ","Posted
Posted 30+ days ago"
Daycare Operator Nain,Nunatsiavut Kavamanga Government,"Nain, NL",Full-time,N/A,"Under the administrative supervision of the Team Leader and the professional. Supervision of the Regional Child Care Coordinator, the Day Care Operator is…   ","Posted
Posted 3 days ago"
Accounts Payable Supervisor,PAL Group of Companies,"Remote in St. John's, NL","Full-time
+1",N/A,"Post-secondary degree or diploma in Business or a related field. The PAL Group prides itself on offering rewarding long-term careers in aviation and aerospace,…   ","Posted
Posted 17 days ago"
Accounts Receivable Clerk,Northern Mining Equipment,"Mount Pearl, NL","$55,000–$65,000 a year",Full-time,The successful applicant will be required to submit a satisfactory certificate of conduct. Negotiate payment plans with customers.  ,"Employer
Active 4 days ago"
Assistant Store Manager,Mushuau Innu General Store,"Natuashish, NL",Full-time,Monday to Friday,Assist in the implementation of strategic or annual plans for the store and hotel to meet defined expectations. Program and Service Delivery Management*.,"Employer
Active 4 days ago"
Service Advisor - Freshwater Auto,People Stuff,"St. John's, NL",Full-time,N/A,Prepare repair orders by detailing the vehicle’s problems and symptoms by confirming issues with guests prior to sending vehicle to tower.  ,"Posted
Posted 14 days ago"
auto parts clerk - retail,Brad and Sonia Marchand Holdings Ltd,"Marystown, NL",$15.00–$16.50 an hour,"Full-time
+2","Answer telephone and relay telephone calls and messages. Receive, unpack and sort incoming parts, supplies and materials. Prepare and track work orders.  ","Posted
Posted 1 day ago"
"Manager, Risk and Quality Assurance",Newfoundland & Labrador Housing Corporation,"St. John's, NL","$94,199 a year",Full-time,"Proof of a valid class 5 driver's license. Completion of a Bachelor degree program in business, economics, accounting or social sciences (equivalencies may be…   ","Posted
Posted 29 days ago"
"Outbound Selector, Nights - Industrial Athlete",SYSCO FOOD SERVICES,"Mount Pearl, NL",Part-time,"Weekends as needed
+3","This is a warehouse position responsible for operating an electric pallet jack, selecting the correct products from warehouse racking, scanning and labeling…   ","Posted
Posted 30+ days ago"
Inventory Accounting Clerk,Barry Group Inc,"Corner Brook, NL",Full-time,Monday to Friday,Create Product Codes and maintain system. Create UPCs and maintain system. Previous experience in inventory would be an asset. Expected start date: 2024-01-02.   ,"Posted
Posted 4 days ago"
Underground Mine Materials & Training Coordinator,Vale,"Labrador City, NL",N/A,N/A,"Ensure that work schedules and material requisitions are designed to safely operate without impact to employees, the business, the environment, the community…   ","Posted
Posted 15 days ago"
Territory Business Representative,Ascensia Diabetes Care,Newfoundland and Labrador,Full-time,N/A,"Work collaboratively with team members and management to execute business plans, analyze territory trends and continuously identify new business opportunities.   ","Posted
Posted 10 days ago"
cladding / composite installer,Rooftech Systems ltd.,"St. John's, NL",$25–$35 an hour,Full-time,Looking for workers with experience with installation of siding systems.  ,"Posted
Posted 30+ days ago"
HSE Lead,Parker Wellbore,"St. John's, NL",Full-time,12 hour shift,"Bachelor’s degree in health, safety, environment, engineering or relevant subject is required. Founded in 1934, Parker Wellbore helps customers manage their…   ","Posted
Posted 10 days ago"
Stenographer II,Central Health NL,"Fogo Island, NL",$26 an hour,N/A,""" A satisfactory certificate of conduct from the RCMP or local police authority. "" Must have a minimum typing speed of 60 words per minute (Typing test required…   ","Posted
Posted 30+ days ago"
Medical Office Manager,Attain Physiotherapy & Sport Performance Centre,"St. John's, NL","$40,000–$43,000 a year",Full-time,Successful applicants should have completed Medical Office Management training (preferred) or similar training through an accredited program or equivalent…  ,"Employer
Active 4 days ago"
Heavy Duty Equipment Technician Apprentice,City of St. John's,"St. John's, NL",$36.70 an hour,"Full-time
+1",Must possess a valid Driver's Licence. The incumbent will be required to perform all mechanical duties required in respect to the repair of heavy trucks/light…   ,"Posted
Posted 30+ days ago"
Assistant General Manager - St. John's Torbay Road,GoodLife Fitness,"St. John's, NL","$43,000–$55,000 a year",Full-time,Onboarding and ongoing development of a team of employees responsible for assisting new and current members toward achieving their health and fitness goals.   ,"Posted
Posted 2 days ago"
General Manager - St. Johns,Planet Fitness - Taymax Group,"St. John's, NL",Full-time,N/A,"Must have valid driver's licence, acceptable driving record and must have own reliable means of transportation. Resolve employee issues or concerns.   ","Posted
Posted 30+ days ago"
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL","$60,384–$75,481 a year",Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…","Employer
Active 4 days ago"
Student Assistant - Permanent Hrs/Day with Bussing,Newfoundland & Labrador English School District,"Catalina, NL",$24.06–$26.63 an hour,Permanent,"This position involves assisting student(s) with severe cognitive, physical, and/or behavioral needs. Reminder: Electronic eOffers have a 24 hour expiration -…   ","Posted
Posted 30+ days ago"
