Title,Company,Location,Salary,Job Type,Description,Date Posted
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…","Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Retail Supervisor,Value Village,"St. John's, NL",N/A,N/A,"And, they continuously develop and empower their Team Members. Our training department / Savers University develops and delivers robust training to every team…   ","Posted
Posted 30+ days ago"
Site Superintendent,rcs Construction,"St. John's, NL",Full-time,N/A,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ","Posted
Posted 25 days ago"
Sales Representative,Parkway Hyundai,"Corner Brook, NL",Full-time,N/A,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ","Employer
Active 11 days ago"
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL","Full-time
+1","Monday to Friday
+1","It's crucial that you're well-versed in the Certificate of Recognition™ (COR™) Program, and being a WorkplaceNL certified instructor for training standards such…  ","Employer
Active 7 days ago"
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",N/A,N/A,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ","Posted
Posted 30+ days ago"
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,"The repair and service of equipment as per maintenance schedule. Reporting to the Plant Manager, the General Plant Maintenance Worker will be responsible for:   ","Posted
Posted 30+ days ago"
Painter - Flood/Fire Restoration,On Side Restoration,"St. John's, NL",$20.00–$22.50 an hour,"Full-time
+1","Valid driver’s licence and a clean criminal record (we do check). We also love that we’re able to provide an employee assistance program, *excellent health plan…","Employer
Active 4 days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Technicien / Technicienne de marine (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,"Day shift
+1",Comme l’un des objectifs du cours est de veiller à ce que toutes les recrues répondent en tout temps à la norme d’aptitude physique des Forces armées…,Hiring ongoing
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Kitchen Support Associate,fruitfull creations,"Gander, NL",From $15 an hour,Full-time,"Must be willing to learn all aspects of the store which include taking orders, cutting fruit, preparing/assembling fruit arrangements and platters, stocking…  ","Posted
Posted 1 day ago"
Retail Supervisor,Value Village,"St. John's, NL",N/A,N/A,"With our aggressive store expansion plans, we recognize the importance of the continued growth and development of our team members.   ","Posted
Posted 30+ days ago"
Site Superintendent,rcs Construction,"St. John's, NL",Full-time,N/A,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ","Posted
Posted 25 days ago"
Sales Representative,Parkway Hyundai,"Corner Brook, NL",Full-time,N/A,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ","Employer
Active 11 days ago"
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL","Full-time
+1","Monday to Friday
+1","We're more than just an organization – we're a community dedicated to fostering a thriving workplace culture, and we're excited to offer a host of benefits that…  ","Employer
Active 7 days ago"
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",N/A,N/A,"Build relationships and give back to your local community. We are committed to the development & growth of our team members, integrity, philanthropy and…   ","Posted
Posted 30+ days ago"
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,"Our company’s success is driven by our dynamic, highly-skilled and innovative management team, supported by dedicated employees who live in coastal communities…   ","Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,Part-time,N/A,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…","Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Technicien / Technicienne de marine (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,"Day shift
+1",Ils servent habituellement à temps partiel dans une division de la Réserve navale de leur communauté et à temps plein pour de courtes périodes de formation ou d…,Hiring ongoing
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
"cleaner, heavy duty",Bear Cleaners & Supply,"St. John's, NL",$15.25–$18.50 an hour,"Full-time
+1","Wash windows, interior walls and ceilings. Move heavy furniture, equipment and supplies. Sweep, mop, scrub and wax hallways, floors and stairs.  ","Posted
Posted 9 days ago"
Electronics Service Technician,BABB Security Systems,"St. John's, NL",N/A,N/A,"Must possess a valid driver’s licence (driver’s abstract to be provided upon request). We are searching for a technician who can service, install, program,…  ","Posted
Posted 30+ days ago"
junior baker,Mamattuk,"Happy Valley-Goose Bay, NL",$22–$28 an hour,"Full-time
+1","Prepare dishes for customers with food allergies or intolerances. Prepare dough for pies, bread, rolls and sweet goods, batters for muffins, cookies and cakes…  ","Posted
Posted 15 days ago"
Home Care Support Worker,A New Beginning Home Support Agency,"Mount Pearl, NL",$17.73 an hour,"Full-time
+2","Accompany clients to medical appointments or social outings. Assist with activities of daily living, including bathing, dressing, and grooming.  ","Posted
Posted 2 days ago"
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",Temporary,N/A,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license.   ,"Posted
Posted 18 days ago"
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",Part-time,N/A,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ","Posted
Posted 30+ days ago"
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",N/A,N/A,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ","Posted
Posted 24 days ago"
Obstetrician,NL Health Services,"Labrador City, NL","$1,800 a day",Full-time,"Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). "" Applicants must be eligible for registration and licensure…  ","Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Retail Sales Associate,Meghan Ashley Designs Inc.,"Grand Falls-Windsor, NL",From $15 an hour,Part-time,"Experience with social media is an asset. Participate in social media responsibilities such as taking photos in clothing, making reels, tic toks, etc.  ","Employer
Active 5 days ago"
"cleaner, heavy duty",Bear Cleaners & Supply,"St. John's, NL",$15.25–$18.50 an hour,"Full-time
+1","Education: Secondary (high) school graduation certificate. Wash windows, interior walls and ceilings. Industrial vacuum cleaners/power sweepers.  ","Posted
Posted 9 days ago"
Electronics Service Technician,BABB Security Systems,"St. John's, NL",N/A,N/A,"Must possess a valid driver’s licence (driver’s abstract to be provided upon request). We are searching for a technician who can service, install, program,…  ","Posted
Posted 30+ days ago"
junior baker,Mamattuk,"Happy Valley-Goose Bay, NL",$22–$28 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Prepare dishes for customers with food allergies or intolerances. Experience: 2 years to less than 3 years.  ","Posted
Posted 15 days ago"
Home Care Support Worker,A New Beginning Home Support Agency,"Mount Pearl, NL",$17.73 an hour,"Full-time
+2","Accompany clients to medical appointments or social outings. Assist with activities of daily living, including bathing, dressing, and grooming.  ","Posted
Posted 2 days ago"
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",Temporary,N/A,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license. Competition #: NLH-RE-23-170.   ,"Posted
Posted 18 days ago"
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",Part-time,N/A,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ","Posted
Posted 30+ days ago"
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",N/A,N/A,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ","Posted
Posted 24 days ago"
Obstetrician,NL Health Services,"Labrador City, NL","$1,800 a day",Full-time,Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). Please send applications with curriculum vitae and names of…  ,"Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…","Employer
Active 4 days ago"
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",Temporary,N/A,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license. Competition #: NLH-RE-23-170.   ,"Posted
Posted 18 days ago"
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",Part-time,N/A,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ","Posted
Posted 30+ days ago"
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",N/A,N/A,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ","Posted
Posted 24 days ago"
Obstetrician,NL Health Services,"Labrador City, NL","$1,800 a day",Full-time,Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). Please send applications with curriculum vitae and names of…  ,"Posted
Posted 30+ days ago"
"Early Childhood Educator, Level 2 (Maternity Leave Replacement)",YMCA of Newfoundland and Labrador,"St. John's, NL","$45,500–$48,300 a year",Full-time,"To be employed in the field of early childhood education and to successfully fulfill field placement requirements, you must be able to lift and move children,…","Employer
Active 4 days ago"
Painter - Flood/Fire Restoration,On Side Restoration,"St. John's, NL",$20.00–$22.50 an hour,"Full-time
+1","Valid driver’s licence and a clean criminal record (we do check). We also love that we’re able to provide an employee assistance program, *excellent health plan…","Employer
Active 4 days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Si le candidat possède déjà un diplôme d’études collégiales ou universitaires, les FAC décideront si son programme de formation remplit les critères de…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
junior baker,Mamattuk,"Happy Valley-Goose Bay, NL",$22–$28 an hour,"Full-time
+1","Prepare dishes for customers with food allergies or intolerances. Prepare dough for pies, bread, rolls and sweet goods, batters for muffins, cookies and cakes…  ","Posted
Posted 15 days ago"
Home Care Support Worker,A New Beginning Home Support Agency,"Mount Pearl, NL",$17.73 an hour,"Full-time
+2","Accompany clients to medical appointments or social outings. Assist with activities of daily living, including bathing, dressing, and grooming.  ","Posted
Posted 2 days ago"
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",Temporary,N/A,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license.   ,"Posted
Posted 18 days ago"
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",Part-time,N/A,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ","Posted
Posted 30+ days ago"
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",N/A,N/A,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ","Posted
Posted 24 days ago"
Obstetrician,NL Health Services,"Labrador City, NL","$1,800 a day",Full-time,"Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). "" Applicants must be eligible for registration and licensure…  ","Posted
Posted 30+ days ago"
Painter - Flood/Fire Restoration,On Side Restoration,"St. John's, NL",$20.00–$22.50 an hour,"Full-time
+1","Valid driver’s licence and a clean criminal record (we do check). We also love that we’re able to provide an employee assistance program, *excellent health plan…","Employer
Active 4 days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Electronics Service Technician,BABB Security Systems,"St. John's, NL",N/A,N/A,"Must possess a valid driver’s licence (driver’s abstract to be provided upon request). We are searching for a technician who can service, install, program,…  ","Posted
Posted 30+ days ago"
junior baker,Mamattuk,"Happy Valley-Goose Bay, NL",$22–$28 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Prepare dishes for customers with food allergies or intolerances. Experience: 2 years to less than 3 years.  ","Posted
Posted 15 days ago"
Home Care Support Worker,A New Beginning Home Support Agency,"Mount Pearl, NL",$17.73 an hour,"Full-time
+2","Accompany clients to medical appointments or social outings. Assist with activities of daily living, including bathing, dressing, and grooming.  ","Posted
Posted 2 days ago"
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",Temporary,N/A,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license. Competition #: NLH-RE-23-170.   ,"Posted
Posted 18 days ago"
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",Part-time,N/A,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ","Posted
Posted 30+ days ago"
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",N/A,N/A,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ","Posted
Posted 24 days ago"
Obstetrician,NL Health Services,"Labrador City, NL","$1,800 a day",Full-time,Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). Please send applications with curriculum vitae and names of…  ,"Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Technicien / Technicienne de marine (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,"Day shift
+1",Ils servent habituellement à temps partiel dans une division de la Réserve navale de leur communauté et à temps plein pour de courtes périodes de formation ou d…,Hiring ongoing
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Line Cook,Best Western Plus St-John's Airport Hotel & Suites,"St. John's, NL",$15–$16 an hour,Full-time,"Cooks food items by grilling, frying, sautéing, and other cooking methods to specified recipes and standards. Weekend availability is a must.*.   ","Employer
Active 4 days ago"
Customer Experience Associate- Carbonear- Newfoundland & Labrador (30 hours/week),Scotiabank,"Carbonear, NL",Permanent,N/A,You’ll be supported by leadership through meaningful development conversations that enable faster advancement and internal training to support your growth and…   ,"Posted
Posted 21 days ago"
Procedure Specialist - Electrophysiology (Newfoundland),Abbott Laboratories,"St. John's, NL",Full-time,Weekends as needed,"In addition, providing clinical expertise, collaborating with the Sales Team (Territory Manager and Regional Manager) to assist with developing business…   ","Posted
Posted 12 days ago"
Veterinary Extern - General Practice,Humber Veterinary Clinic,"Corner Brook, NL",N/A,N/A,Veterinary students who are in the clinical portion of their education are eligible for a travel/living expense stipend.   ,"Posted
Posted 30+ days ago"
Cashier,Jim’s Value Grocer,"Grand Falls-Windsor, NL",From $15 an hour,Full-time,"We are taking extra cleaning precautions and have a protective plexiglass barrier between cashiers and customers. 35 hours per week, evening and weekend shifts.  ","Employer
Active 18 days ago"
Store Manager,Synergie Hunt International,"Springdale, NL","Full-time
+1","Day shift
+3",The role offers and opportunity for growth and development. In this role you will manage a busy retail store. You have strong leadership skills.,"Employer
Active 4 days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Si le candidat possède déjà un diplôme d’études collégiales ou universitaires, les FAC décideront si son programme de formation remplit les critères de…","Employer
Active 4 days ago"
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,Part-time,N/A,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
