Title,Company,Location,Salary,Job Type,Description,Date Posted,Latitude,Longitude
tax return preparer,Tax Shelter (1974) Ltd.,"St. John's, NL",20.0,Full-time,"Perform clerical duties, such as maintain filing and record systems. Education: Other trades certificate or diploma. Address customers' complaints or concerns.  ",18.0,47.5614705,-52.7126162
Post Office Clerk,Shoppers Drug Mart / Pharmaprix,"St. John's, NL",,Part-time,"Take ownership of your work and find more ways to care about your work, co-workers, customers and community. Upholding the law is part of our Code of Conduct –…   ",19.0,47.5614705,-52.7126162
Administrative Assistant,Association for New Canadians,"St. John's, NL",,Full-time,"The role will include coordinating the administrative functions of the program, including support with planning of activities, maintenance of records and data…   ",29.0,47.5614705,-52.7126162
sales consultant - retail,Cohen's Home Furnishings (2010) Limited,"Grand Falls-Windsor, NL",1.0,Full-time,"Education: No degree, certificate or diploma. Experience: 1 year to less than 2 years. Hours: 80 hours bi-weekly.  ",23.0,48.944151,-55.652618
Production Scheduler,Braya Renewable Fuels (Newfoundland),"Hybrid remote in Come By Chance, NL",,Full-time,"Develop daily operations & oil movement plans, monthly plans, annual budgets, evaluate feedstocks, monitor cargo quality, manage feedstock, product and additive…  ",30.0,47.8459634,-53.9844362
nail salon manager,Nails Time Inc.,"St. John's, NL",19.0,"Full-time
+1","Address customers' complaints or concerns. Hire, train and supervise staff. Do you have previous experience in this field of employment?  ",18.0,47.5614705,-52.7126162
Automotive Service Advisor,Frenchs Automotive Repair Ltd.,"Mount Pearl, NL",18.0,Full-time,"French's Automotive Ltd is growing along with our customer base, We are looking for someone to join our team to help our customers experience be nothing but top…  ",4.0,47.5239607,-52.811664
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL",60.0,Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…",4.0,47.5614705,-52.7126162
Accounting Clerk,Country Ribbon Inc.,"St. John's, NL",21.89,Full-time,"With a local workforce over three hundred employees strong, Country Ribbon understands the importance of having a skilled and dedicated team.   ",30.0,47.5614705,-52.7126162
Child Management Specialist,NL Health Services,"Remote in St. John's, NL",,Full-time,"Demonstrated knowledge and skill in individual program planning and design, functional analysis, child development, treatment ethics, applied behavioral…  ",6.0,47.5614705,-52.7126162
Courtesy Clerk- Cart Retrieval - PT,Dominion,"St. John's, NL",,Part-time,"Our approach to sustainability and social impact is based on three pillars – Environment, Sourcing and Community – and we are constantly looking for ways to…   ",5.0,47.5614705,-52.7126162
nail salon manager,Nails Time Inc.,"St. John's, NL",19.0,"Full-time
+1","Address customers' complaints or concerns. Hire, train and supervise staff. Establish or implement policies and procedures for staff.  ",18.0,47.5614705,-52.7126162
Automotive Service Advisor,Frenchs Automotive Repair Ltd.,"Mount Pearl, NL",18.0,Full-time,Ability to effectively upsell products and services to customers. Knowledge of automotive repair and maintenance procedures.  ,4.0,47.5239607,-52.811664
Courtesy Clerk- Cart Retrieval - PT,Dominion,"St. John's, NL",,Part-time,"As a colleague in one of our stores, you will have an immediate impact on sales and customer satisfaction by: Executing company-directed promotions and programs…   ",5.0,47.5614705,-52.7126162
Accounting Clerk,Country Ribbon Inc.,"St. John's, NL",21.89,Full-time,"If you have completed a minimum two-year post-secondary accounting program, are proficient in Excel and have good organizational skills this could be a…   ",30.0,47.5614705,-52.7126162
Child Management Specialist,NL Health Services,"Remote in St. John's, NL",,Full-time,"Demonstrated knowledge and skill in individual program planning and design, functional analysis, child development, treatment ethics, applied behavioral…  ",6.0,47.5614705,-52.7126162
EMR Clerk II,"Digital Health Division, NLHS","St. John's, NL",1.0,Full-time,"Any offer of employment will be conditional upon completion of required background checks including acceptable professional reference checks, provision of a…  ",10.0,47.5614705,-52.7126162
Seasonal Service Team Member,"Michaels of Canada, ULC.","St. John's, NL",,Part-time,Responsible to complete merchandise recovery and maintenance including the merchandise return / go back process and general store recovery to ensure a well…   ,30.0,47.5614705,-52.7126162
Temporary Assistant Transportation Coordinator,Oceanex Inc.,"St. John's, NL",,,"He / she will also be responsible for completing various reports and monitoring the detention and demurrage reports, contact customers for return of equipment…   ",30.0,47.5614705,-52.7126162
Instructor,REL-THE SAFETY EXPERTS,"Paradise, NL",66.0,Full-time,We are seeking a WorkplaceNL certified Instructor who is currently able to teach all OR any combination of the following courses.  ,4.0,47.5255933,-52.8724145
housekeeping manager,Quin-Sea Fisheries,"Old Perlican, NL",750.0,Full-time,Respond to complaints of guests. Supervise maintenance and repair services. Co-ordinate maintenance and repair services. Supervise in-house laundry services.   ,2.0,48.0874982,-53.0028753
cleaner,PHILROBBEN JANITORIAL LIMITED,"Grand Falls-Windsor, NL",16.5,"Full-time
+1","Vacuum carpeting, area rugs, draperies and upholstered furniture. Experience: 1 year to less than 2 years. Sweep, mop, wash and polish floors.  ",30.0,48.944151,-55.652618
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,1.0,Full-time,"Participate in Integrated Logistics flow to work program which sees workers move between tasks, equipment pieces and labour assignments throughout the shift and…",4.0,53.8217327,-61.2295532
Laundry Attendant / General Labourer,Herb's Industrial,"Wabush, NL",19.1,Full-time,Learn and utilize safe work practices. Helping with warehouse duties when needed. Involves working early mornings and late evenings occasionally.   ,25.0,52.8999927,-66.8701732
cook's helper,Crosswind Investments Inc.,"Robinsons, NL",17.5,"Full-time
+1","Education: No degree, certificate or diploma. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.  ",3.0,48.2551935,-58.7951296
cashier,northern grocery inc,"Port au Choix, NL",16.0,"Full-time
+1","Process money, cheques and credit/debit card payments. Receive payment for goods or services. Monitor all entrances and exits, request proof of payment when…  ",11.0,50.7069038,-57.3588984
Medical Records Technician IA,NL Health Services,"Remote in St. John's, NL",24.98,Full-time,Current and continuing certification as an accredited Health Information Management Professional from the Canadian Health Information Management Association …  ,17.0,47.5614705,-52.7126162
Aerie - Brand Ambassador (Sales Associate) - Canada,American Eagle Outfitters,"St. John's, NL",,Part-time,"You're eager to introduce the AEO loyalty program and additional brand channels to guests. This applies to all AEO activities, including, but not limited to,…   ",30.0,47.5614705,-52.7126162
Sir Thomas Roddick Hospital - Shift Lead,Paladin Security,"Stephenville, NL",21.85,Full-time,Any forms or information left by staff for filing or follow up and any other daily paperwork that must be filed or forwarded such as ticket batching.   ,30.0,48.5452022,-58.5871146
kitchen helper,MILA FOODS INC,"Goulds, NL",14.5,"Full-time
+1","Education: Secondary (high) school graduation certificate. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.  ",30.0,47.4582163,-52.7732864
Retail Store Manager,PetSmart,"St. John's, NL",55.0,,"Associate Leadership: With an emphasis on training and development, our Associate Lead ensures that our teams have the education they need to advise pet parents…   ",30.0,47.5614705,-52.7126162
Bookkeeper - Part Time,West Side Charlies,"Remote in Mount Pearl, NL",21.0,Part-time,"Assist with payroll processing and ensure compliance with relevant regulations. Process accounts payable and accounts receivable, including invoicing and…   ",6.0,47.5239607,-52.811664
Disturbed Joint Coordinator,DyTech Offshore Project Management Inc.,"St. John's, NL",,Monday to Friday,Data entry and document review. Familiarity with P&ID's and Isometric drawings is a requirement. Work with other coordinators in a Disturbed Joint Management…  ,5.0,47.5614705,-52.7126162
Production Scheduler,Braya Renewable Fuels (Newfoundland),"Hybrid remote in Come By Chance, NL",,Full-time,"Develop daily operations & oil movement plans, monthly plans, annual budgets, evaluate feedstocks, monitor cargo quality, manage feedstock, product and additive…  ",30.0,47.8459634,-53.9844362
Labourer II,Newfoundland & Labrador Housing Corporation,"St. John's, NL",20.05,"Full-time
+1","Proof of a valid class 5 driver's license. The region provides a wide range of services, including receiving and processing rental applications; administering…   ",23.0,47.5614705,-52.7126162
Agent du service à la clientèle,PAL Airlines,"St. Anthony, NL",1.0,Full-time,"Aider les clients dans toutes les phases de leur réservation, enregistrement et l'embarquement et de processus de planification des activités conformément à…   ",30.0,51.3653968,-55.5919335
Carpenter (Renovations and Remodels),METRO PROPERTY MANAGEMENT,"Mount Pearl, NL",23.0,Full-time,"You'll also have a clean drivers abstract and criminal record check. Occasionally installing siding, windows and doors. Install flooring (laminate, vinyl etc.).  ",4.0,47.5239607,-52.811664
baker helper,N&N Vending Ltd,"Labrador City, NL",15.5,"Full-time
+1","Education: No degree, certificate or diploma. Hours: 35 to 40 hours per week.  ",4.0,52.9422944,-66.9177291
"barista - Store# 16187, STAVANGER & TORBAY - ST. JOHN'",Starbucks,"St. John's, NL",15.65,"Weekends as needed
+1","Meet store operating policies and standards, including providing quality beverages and food products, cash handling and store safety and security, with or…   ",20.0,47.5614705,-52.7126162
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL",60.0,Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…",4.0,47.5614705,-52.7126162
Hatchery Technician,Mowi ASA,"Stephenville, NL",,Full-time,"In the Hatchery Technician role you will experience all the duties of a Hatchery Technician including, feeding, grading/counting or measuring fish, mortality…  ",30.0,48.5452022,-58.5871146
